39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
42, Self-emp-inc,26004, Some-college,10, Married-civ-spouse, Priv-house-serv, Husband, White, Male,-14,-3,39, United-States, >50K
44, Self-emp-inc,234150, 9th,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,54,4,39, South, >50K
35, Private,67510, HS-grad,8, Widowed, Adm-clerical, Unmarried, White, Male,2,-1,39, United-States, <=50K
39, Private,339788, HS-grad,9, Separated, Sales, Not-in-family, White, Female,-10,3,49, United-States, <=50K
55, Private,433081, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-14,0,39, United-States, <=50K
33, Private,221078, HS-grad,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,-4,1,39, Cuba, <=50K
34, Never-worked,37238, 9th,4, Never-married, Prof-specialty, Not-in-family, White, Female,36,3,39, Vietnam, <=50K
34, Local-gov,184026, HS-grad,9, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,38,0,33, United-States, <=50K
20, Private,368765, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-81,0,44, Mexico, <=50K
23, ?,47324, Assoc-acdm,6, Never-married, ?, Not-in-family, White, Male,20,-3,49, United-States, <=50K
54, Private,71448, 9th,8, Never-married, Tech-support, Unmarried, White, Female,-71,-1,39, United-States, <=50K
52, ?,206485, HS-grad,8, Never-married, Transport-moving, Husband, White, Male,-57,-2,39, United-States, <=50K
22, Private,151201, 7th-8th,12, Never-married, Other-service, Not-in-family, White, Female,-32,0,39, United-States, <=50K
29, Self-emp-inc,242600, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,63,2,49, United-States, >50K
56, Local-gov,388912, Some-college,10, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,59,3,45, United-States, <=50K
32, Private,256265, Assoc-voc,8, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,-13,0,34, United-States, <=50K
32, Private,263531, Bachelors,12, Never-married, Handlers-cleaners, Not-in-family, White, Female,15,-5,18, United-States, <=50K
31, Self-emp-inc,225135, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,72,2,40, United-States, >50K
57, Private,53557, HS-grad,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,60,-1,56, United-States, >50K
32, Private,721593, HS-grad,8, Never-married, Other-service, Own-child, Black, Male,40,-5,65, Jamaica, <=50K
41, Self-emp-not-inc,174887, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male,-43,2,39, India, <=50K
20, Private,208137, Some-college,10, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,35,2,40, United-States, <=50K
19, Private,166708, Bachelors,10, Widowed, Adm-clerical, Other-relative, White, Male,-29,1769,25, Guatemala, <=50K
63, Private,670253, HS-grad,8, Widowed, Machine-op-inspct, Unmarried, White, Male,-11,-2,39, Mexico, <=50K
20, Private,121623, 5th-6th,5, Never-married, Sales, Other-relative, White, Male,-8,2,39, United-States, <=50K
38, Private,275269, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-25,-1,40, United-States, <=50K
36, Local-gov,108713, 5th-6th,12, Separated, Tech-support, Husband, Black, Female,-12,3,36, United-States, <=50K
46, Local-gov,64274, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,36, United-States, <=50K
48, Local-gov,189307, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,-43,-1,40, United-States, <=50K
29, Private,34107, HS-grad,8, Widowed, Sales, Own-child, Black, Female,51,-3,39, ?, <=50K
36, State-gov,68451, HS-grad,12, Divorced, Adm-clerical, Unmarried, White, Female,33,0,10, United-States, <=50K
70, Self-emp-inc,48967, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,14901,2228,49, United-States, >50K
48, Private,208262, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-77,2266,49, United-States, >50K
41, Private,127541, Bachelors,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,-63,-4,39, China, <=50K
33, Private,175061, HS-grad,9, Never-married, Other-service, Other-relative, Other, Male,-31,-2,40, Jamaica, <=50K
31, Private,342427, 10th,3, Married-spouse-absent, Priv-house-serv, Other-relative, Black, Male,16,-4,40, United-States, <=50K
21, Private,66240, HS-grad,8, Never-married, Farming-fishing, Husband, White, Female,61,2,39, United-States, <=50K
34, Private,183461, HS-grad,8, Divorced, Exec-managerial, Unmarried, White, Female,-57,-2,39, United-States, <=50K
37, Private,178731, Bachelors,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,16,3,40, ?, >50K
18, Private,114143, Some-college,13, Never-married, ?, Own-child, White, Male,28,0,22, United-States, <=50K
52, Self-emp-not-inc,190104, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,36,0,39, United-States, >50K
34, Private,78796, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-32,-1,61, United-States, >50K
22, ?,186181, Some-college,9, Never-married, ?, Own-child, White, Male,21,-3,13, United-States, <=50K
57, Private,63360, Some-college,13, Married-AF-spouse, Adm-clerical, Unmarried, White, Female,-2,-3,39, Taiwan, <=50K
21, ?,343422, 10th,6, Never-married, ?, Not-in-family, White, Male,-26,0,23, United-States, <=50K
51, Private,351882, Assoc-voc,3, Never-married, Sales, Husband, White, Male,-4,-2,49, United-States, <=50K
34, Federal-gov,122893, HS-grad,14, Widowed, Sales, Wife, White, Male,6,0,39, United-States, >50K
41, Private,152570, HS-grad,8, Divorced, Other-service, Unmarried, White, Female,46,-2,39, United-States, <=50K
48, Self-emp-inc,168027, Prof-school,3, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,62,0,55, United-States, <=50K
48, Private,39813, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-3,-3,40, United-States, <=50K
37, Self-emp-inc,284097, Bachelors,13, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,14760,-4,40, United-States, >50K
29, Private,231766, Some-college,3, Never-married, Prof-specialty, Not-in-family, White, Male,88,-2,39, United-States, <=50K
31, Private,105218, Bachelors,9, Widowed, Prof-specialty, Not-in-family, Other, Female,20,0,31, Puerto-Rico, <=50K
23, Private,204359, HS-grad,8, Never-married, Handlers-cleaners, Other-relative, White, Male,72,-4,30, United-States, <=50K
43, Self-emp-not-inc,43098, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,55,1742,59, United-States, >50K
29, Private,122709, 1st-4th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,52,0,39, United-States, <=50K
49, Private,118979, Bachelors,15, Never-married, Prof-specialty, Not-in-family, White, Female,-3,-3,39, Jamaica, <=50K
60, Local-gov,53036, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,-34,0,44, United-States, <=50K
40, Private,167414, Bachelors,11, Married-spouse-absent, Exec-managerial, Husband, White, Male,22,2,40, United-States, >50K
31, Private,107476, Bachelors,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,27,-1,39, United-States, >50K
20, Self-emp-not-inc,222166, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,32,0,39, United-States, <=50K
60, Local-gov,38084, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,-2,2,33, United-States, <=50K
52, Local-gov,185560, HS-grad,8, Separated, Adm-clerical, Not-in-family, White, Female,-55,0,34, United-States, <=50K
36, Federal-gov,195575, Some-college,9, Separated, Exec-managerial, Husband, White, Male,11,-1,50, United-States, <=50K
28, Private,149526, 10th,4, Married-civ-spouse, Tech-support, Husband, White, Male,18,0,40, Jamaica, <=50K
30, Federal-gov,204259, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,-9,-2,32, United-States, <=50K
49, Private,273435, HS-grad,13, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,-23,-1,40, ?, <=50K
38, Local-gov,51651, Some-college,13, Married-civ-spouse, Sales, Husband, White, Male,40,2,39, United-States, >50K
36, Self-emp-inc,336113, HS-grad,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,-78,1748,65, United-States, >50K
24, Private,413051, Assoc-voc,9, Married-spouse-absent, Other-service, Unmarried, Black, Female,62,-1,15, United-States, <=50K
39, Private,199432, Assoc-acdm,9, Married-civ-spouse, ?, Husband, White, Male,99,0,40, United-States, <=50K
20, Private,273751, Some-college,9, Divorced, Other-service, Other-relative, White, Male,5,0,39, Mexico, <=50K
22, ?,97227, Bachelors,13, Never-married, ?, Not-in-family, White, Male,53,-1,13, United-States, <=50K
41, State-gov,221165, HS-grad,8, Never-married, Other-service, Not-in-family, White, Male,41,0,40, Mexico, <=50K
31, Private,300442, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,53,-4,40, England, <=50K
34, Private,214378, Bachelors,13, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,35,1,40, Italy, <=50K
39, Private,384556, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,-88,2,24, United-States, <=50K
32, Private,346557, Bachelors,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3424,-1,49, India, >50K
24, Self-emp-not-inc,45636, HS-grad,8, Widowed, ?, Husband, White, Male,41,-1,39, United-States, >50K
22, Private,129595, 9th,5, Never-married, Handlers-cleaners, Unmarried, White, Male,0,-1,39, Dominican-Republic, <=50K
39, Private,412326, HS-grad,3, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,30,-1,24, ?, <=50K
63, State-gov,111749, Assoc-acdm,8, Divorced, Prof-specialty, Not-in-family, White, Female,42,-1,14, United-States, <=50K
49, Self-emp-not-inc,139024, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,75,-4,44, United-States, <=50K
21, Private,43300, 10th,10, Never-married, Sales, Other-relative, White, Male,3551,0,39, ?, <=50K
57, Private,207874, HS-grad,7, Married-civ-spouse, Craft-repair, Husband, White, Male,-98,0,56, Mexico, <=50K
54, Self-emp-not-inc,410396, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,67,0,39, United-States, <=50K
42, Self-emp-inc,359222, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,-5,1800,39, United-States, <=50K
47, Self-emp-not-inc,232760, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-100,-2,30, United-States, <=50K
43, Private,199153, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,14,0,39, United-States, <=50K
61, Self-emp-not-inc,217099, Bachelors,8, Divorced, Farming-fishing, Wife, Amer-Indian-Eskimo, Female,53,1957,39, United-States, <=50K
38, Private,122907, Some-college,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-22,4,39, United-States, >50K
45, Self-emp-inc,398451, 7th-8th,9, Married-civ-spouse, Sales, Husband, White, Male,21,6,49, United-States, <=50K
53, Self-emp-inc,181574, Prof-school,13, Married-civ-spouse, Transport-moving, Husband, White, Male,27,0,49, United-States, >50K
19, Private,41502, 11th,6, Never-married, Other-service, Own-child, White, Female,14,1,23, United-States, <=50K
53, Local-gov,58572, HS-grad,14, Divorced, Adm-clerical, Wife, White, Female,37,3,34, United-States, <=50K
53, Private,306480, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, Black, Male,117,-1,40, United-States, <=50K
20, Private,339193, 11th,6, Never-married, Other-service, Own-child, Black, Female,-115,-1,49, United-States, <=50K
55, Self-emp-inc,90116, Prof-school,10, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,7,1,44, United-States, >50K
34, Private,193546, HS-grad,13, Never-married, ?, Not-in-family, White, Female,5,-2,34, United-States, <=50K
21, Never-worked,370869, Assoc-acdm,10, Never-married, ?, Own-child, White, Male,30,-1,39, United-States, <=50K
54, State-gov,386584, 9th,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,68,-5,40, Cuba, <=50K
40, Private,242287, Prof-school,13, Married-civ-spouse, Protective-serv, Wife, White, Male,14720,0,48, Germany, >50K
44, Private,416085, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,-1,-2,40, United-States, <=50K
32, Private,50394, HS-grad,8, Married-AF-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,106,3,40, United-States, <=50K
32, Private,286324, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,-48,2,31, United-States, <=50K
30, State-gov,265530, 10th,8, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,-2,-1,48, United-States, <=50K
42, Self-emp-inc,244945, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,33,-1,40, Mexico, >50K
39, Private,53185, HS-grad,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,22,-2,50, ?, <=50K
48, Private,538278, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3267,1,44, United-States, >50K
27, Private,287890, Bachelors,13, Never-married, Handlers-cleaners, Unmarried, White, Male,30,1,40, India, <=50K
35, Private,194628, Some-college,9, Never-married, Adm-clerical, Own-child, Black, Male,7,1,40, United-States, <=50K
42, Private,195514, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50,0,39, Mexico, <=50K
46, ?,278953, HS-grad,8, Separated, Adm-clerical, Unmarried, White, Female,81,-1,33, United-States, <=50K
32, Private,193013, 11th,8, Never-married, Machine-op-inspct, Not-in-family, Black, Male,-26,-2,39, United-States, <=50K
58, Private,178346, HS-grad,11, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,31,-5,60, Ireland, >50K
34, Private,108750, Prof-school,9, Never-married, Exec-managerial, Own-child, White, Female,-38,-7,35, United-States, <=50K
43, Self-emp-inc,126073, Masters,12, Married-civ-spouse, Protective-serv, Wife, White, Male,-59,2,59, United-States, >50K
38, Private,46808, Masters,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,43,-1,39, United-States, >50K
42, Private,178052, 7th-8th,12, Never-married, Farming-fishing, Not-in-family, White, Male,-11,1,39, Trinadad&Tobago, <=50K
58, Local-gov,115060, HS-grad,12, Widowed, Adm-clerical, Unmarried, White, Female,-10,-1,23, United-States, <=50K
56, Private,323870, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,87,-2,40, United-States, <=50K
49, Private,94532, HS-grad,9, Widowed, Handlers-cleaners, Not-in-family, White, Male,14,0,31, United-States, <=50K
48, Private,210675, Bachelors,12, Widowed, Prof-specialty, Unmarried, White, Female,38,1861,39, ?, <=50K
48, Private,454777, HS-grad,8, Never-married, Machine-op-inspct, Unmarried, Black, Female,3,-2,33, United-States, <=50K
43, Private,185531, HS-grad,8, Divorced, ?, Unmarried, White, Female,15,0,40, United-States, <=50K
22, Private,187725, 11th,7, Never-married, Other-service, Own-child, White, Male,14,-2,16, Mexico, <=50K
48, Local-gov,295627, Some-college,9, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,19,1,40, United-States, <=50K
32, Private,352465, 9th,4, Divorced, Handlers-cleaners, Other-relative, White, Male,-50,1,39, United-States, <=50K
20, Private,290781, Masters,10, Never-married, Other-service, Own-child, White, Male,110,0,39, Taiwan, <=50K
47, Self-emp-not-inc,157359, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,48,1,49, United-States, >50K
46, Private,380826, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-68,-2,49, United-States, <=50K
56, Federal-gov,132864, HS-grad,8, Widowed, Adm-clerical, Unmarried, White, Female,64,0,31, United-States, <=50K
32, State-gov,127936, Assoc-acdm,8, Never-married, Adm-clerical, Not-in-family, White, Female,12,-2,49, United-States, <=50K
29, State-gov,117260, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,3,1,60, United-States, >50K
36, Private,127238, 11th,13, Married-civ-spouse, Sales, Husband, White, Male,-36,0,49, United-States, <=50K
48, State-gov,188671, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-23,3,39, ?, >50K
45, Local-gov,103586, Masters,11, Never-married, Prof-specialty, Unmarried, White, Female,9,3,48, United-States, >50K
34, ?,29073, Assoc-acdm,12, Never-married, ?, Husband, White, Female,7,-1,49, United-States, >50K
31, Private,385492, 9th,3, Married-civ-spouse, Protective-serv, Husband, Black, Male,3,0,25, Guatemala, <=50K
33, Self-emp-not-inc,309634, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,52,2006,49, United-States, >50K
46, Private,313194, Prof-school,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,4460,1,44, United-States, >50K
43, Private,105332, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,3674,4,21, United-States, <=50K
